Reference,Authors,Title,Year,Status,Status rationale,Notes,Data type,FullTextURL,"Trait,s","Guild,s",No. lines used,Data type,Sex ,Age,Sample Size (per sex if applic),Housing,Diet,Temperature,Wolbachia adjusted,Baseline reference (eg competitor genptype)
,"Y Zhu, AO Bergland, J González, DA Petrov",Empirical Validation of Pooled Whole Genome Population Re-Sequencing in Drosophila melanogaster,2012,remove,,,,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0041901,,,,,,,,,,,,
,"LP Watanabe, NC Riddle",GWAS reveal a role for the central nervous system in regulating weight and weight change in response to exercise,2021,unsure,added,,,https://www.nature.com/articles/s41598-021-84534-w,,,38,Raw,Both,3-5,100,20,cornmeal molasses agar medium,25,,
,"M Litovchenko, ACA Meireles-Filho…",Extensive tissue-specific expression variation and novel regulators underlying circadian behavior,2021,unsure,,,,https://advances.sciencemag.org/content/7/5/eabc3781,,,,,Males,3-4,10,10-20,"58.8 g of yeast 96 (Springaline BA10), 58.8 g of Farigel wheat (Westhove FMZH1), 6.2 g of agar powder (ACROS 400400050), 100 ml of grape juice (Ramseier), 4.9 ml of propionic acid (Sigma-Aldrich P1386), and 26.5 ml of methyl 4-98 hydroxybenzoate (VWR ALFAA14289.0; stock: 400 g/liter in 95% ethanol), dissolved in 1 liter of water",25,,
Lovejoy et al (2021) Molecular Ecology,P.C. Lovejoy,Genetic basis of susceptibility to low-dose paraquat and variation between the sexes in Drosophila melanogaster,2021,don't,added,Modelled mean,Mean,NA,"Paraquat Resistance, Gene expression, Dopamine levels",Oxidative Stress Resistance ,"100+,100,20","Mean, predicted ","Both, male ",4-5,75-80,mixed 10,"1220 ml distilled water, 12 g agar, 100 g dextrose, 100 g brewer's yeast, 0.5 ml of 8.3% phosphoric acid and 0.5 ml of 83.6% propionic acid",25,No ,
,"S Tan, H Ma, J Wang, M Wang, M Wang, H Yin…",DNA transposons mediate duplications via transposition-independent and-dependent mechanisms in metazoans,2021,unsure,,Used sequencing data to identify Pack-TIRs,,https://www.nature.com/articles/s41467-021-24585-9,,,206,,,,,,,,,
Patel and Talbert (2021) Heliyon,"SP Patel, ME Talbert",Identification of genetic modifiers of lifespan on a high sugar diet in the Drosophila Genetic Reference Panel,2021,don't,added ,Questionable,,https://www.sciencedirect.com/science/article/pii/S2405844021012561,Life span on high sugar diet,Life Span,193,Mean(block-adjusted),Female,,20,20,"2.6% (w/v) cornmeal, 4.0% (w/v) yeast extract, 0.8% (w/v) agar, 20% sucrose (w/v), 1.5% (v/v) tegosept (20% w/v in 70% ethanol), and 0.3% (v/v) propionic acid",23,No,
,"RB Corbett-Detig, DL Hartl",Population Genomics of Inversion Polymorphisms in Drosophila melanogaster,2012,remove,,,,https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1003056,,,,,,,,,,,,
,"S Zhou, TG Campbell, EA Stone, TFC Mackay…",Phenotypic plasticity of the Drosophila transcriptome,2012,remove,Outbred,,,https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1002593,,,,,,,,,,,,
,"JM Comeron, R Ratnappan, S Bailin",The Many Landscapes of Recombination in Drosophila melanogaster,2012,remove,Outbred,,,https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1002905,,,,,,,,,,,,
,"W Chi, W Liu, W Fu, S Xia, ES Heckscher…",RNA-binding protein syncrip regulates starvation-induced hyperactivity in adult Drosophila,2021,don't,emailed - follow up,Unsure about legitmacy of using largest diffs only in mean calculation and whether all values used in baseline,,https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1009396,"Starvation induced hyperactivity, survival",Starvation Resistance,198,Mean,Male,1-3,8,Individual,"cornmeal medium, 4% glucose 5% Yeast",25,Unsure,
,"M Izutsu, J Zhou, Y Sugiyama, O Nishimura, T Aizu…","Genome Features of “Dark-Fly”, a Drosophila Line Reared Long-Term in a Dark Environment",2012,remove,Compared to seq data ,,,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0033288,,,,,,,,,,,,
,"GB Call, OR Puli, AM James, CR Pope…","Annual Drosophila Research Conference, 2012",2012,remove,Conference ,,,https://www.academia.edu/download/42292736/Annual_Drosophila_Research_Conference_2020160207-14055-1pspv32.pdf,,,,,,,,,,,,
,"AF Feder, DA Petrov, AO Bergland",LDx: estimation of linkage disequilibrium from high-throughput pooled resequencing data,2012,remove,Used seq data in validation,,,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0048588,,,,,,,,,,,,
,YL Serrano,The Genetic Architecture of Startle Response in Drosophila melanogaster.,2012,remove,Outbred,,,https://repository.lib.ncsu.edu/bitstream/handle/1840.16/8353/etd.pdf?sequence=1,,,,,,,,,,,,
,"MA Kayserili, DT Gerrard, P Tomancak…",An Excess of Gene Expression Divergence on the X Chromosome in Drosophila Embryos: Implications for the Faster-X Hypothesis,2012,remove,Insufficient lines used,,,https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1003200,,,,,,,,,,,,
,LC Fallis,The evolution and genetics of thermal traits in Drosophila melanogaster,2012,remove,Used previously published data Mackay 2012,,,https://krex.k-state.edu/dspace/bitstream/handle/2097/13662/LindseyFallis2012.pdf?sequence=1,,,,,,,,,,,,
,BA Laflamme,Proteolysis regulators in Drosophila melanogaster seminal fluid,2012,remove,Unrelated,,,https://core.ac.uk/display/79036165?source=2,,,,,,,,,,,,
,KS Chohan,The Genetic Architecture of Ethanol Response in the Drosophila melanogaster Genetic Reference Panel,2012,remove,Outbred,Tom: I think Table 2.2 in the thesis has data we can use,,https://repository.lib.ncsu.edu/bitstream/handle/1840.16/7676/etd.pdf?sequence=2,,,,,,,,,,,,
,"G Kislukhin, ML Murphy, M Jafari…",Chemotherapy induced toxicity is highly heritable in Drosophila melanogaster,2012,remove,DGRP not used,,,https://doi.org/10.1097/FPC.0b013e3283514395,,,,,,,,,,,,
,W. Huang,Epistasis dominates the genetic architecture of Drosophila quantitative traits,2012,remove,Used seq data,,,https://doi.org/10.1073/pnas.1213423109,,,,,,,,,,,,
,S. Swarup,"Extensive epistasis for olfactory behaviour, sleep and waking activity in Drosophila melanogaster",2012,remove,,,,https://www.cambridge.org/core/journals/genetics-research/article/extensive-epistasis-for-olfactory-behaviour-sleep-and-waking-activity-in-drosophila-melanogaster/D9BD138BB28D26FA83D30FA8F133FCA2,,,,,,,,,,,,
Zhang et al (2021) Current Biology,"W Zhang, GR Reeves, D Tautz",Testing implications of the omnigenic model for the genetic analysis of loci identified through genome-wide association,2021,don't,added,,,https://www.sciencedirect.com/science/article/pii/S096098222031873X,Pupal case length,Morphology,198,Mean,,,,,cornmeal molasses agar medium,24,No,
,P Jensen,"Gene Based Association Approach Identify Genes Across Stress Traits in Fruit Flies Palle Jensen, Stefan McKinnon Edwards, Pernille Merete Sarup, and Peter …",NA,unsure,Can't access,,,https://www.academia.edu/download/43295021/Gene-based_Association_Approach_Identify20160302-11522-12ord86.pdf,,,,,,,,,,,,
,RS Linheiro,Computational analysis of transposable element target site preferences in Drosophila melanogaster,2011,remove,Used resequencing data from Mackay 2008,,,https://www.research.manchester.ac.uk/portal/files/54508898/FULL_TEXT.PDF,,,,,,,,,,,,
,"BZ He, AK Holloway, SJ Maerkl, M Kreitman",Does positive selection drive transcription factor binding site turnover? A test with Drosophila cis-regulatory modules,2011,remove,Used sequencing data ,,,https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1002053,,,,,,,,,,,,
,"SE Lott, JE Villalta, GP Schroth, S Luo, LA Tonkin…",Noncanonical Compensation of Zygotic X Transcription in Early Drosophila melanogaster Development Revealed through Single-Embryo RNA-Seq,2011,remove,,,,https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.1000590,,,,,,,,,,,,
,V Népoux,"Natural variation in learning ability in"" Drosophila melanogaster""",2011,remove,Unrelated ,,,https://serval.unil.ch/resource/serval:BIB_B8B1BE3D7B38.P001/REF.pdf,,,,,,,,,,,,
"Brown et al (2013) Genes, Brain and Behaviour",Brown et al,Genome-wide association mapping of natural variation in odour-guided behaviour in Drosophila,2013,,Tom - added,,Mean (from Table S3),https://doi.org/10.1111/gbb.12048,Various responses to 2.3-butanedione,Sensory,157,Mean,"Both (female, male)",4-10,6 per line and sex ,,,25,,
"Turner, Miller and Cochrane (2013) Molecular Biology and Evolution","Turner, Miller and Cochrane",Combining Genome-Wide Methods to Investigate the Genetic Complexity of Courtship Song Variation in Drosophila melanogaster,2013,,Tom - added,,Mean (from Table S1),https://doi.org/10.1093/molbev/mst111,Interpulse interval in male courtship song,,191,Mean,Male,,,,,25,,
Bailey and Hoskins (2014) Evolution,Bailey and Hoskins,Detecting cryptic indirect genetic effects,2014,,Tom - added,,Mean (from Table S1),https://doi.org/10.1111/evo.12401,Courtship behaviours towards same sex,,50,Mean,Male,,40,,,19.4°C - 24.9°C,,
Arya et al (2015) Chemical Senses,Arya et al,The Genetic Basis for Variation in Olfactory Behavior in Drosophila melanogaster,2015,,Tom - added,,Mean (from Table S1),https://doi.org/10.1093/chemse/bjv001,Olfactory response to various odorants,,186,Mean(block-adjusted),"Both (female, male)",4-8,10,,,,,
Bou Sleiman et al (2015) Nature Communications,Bou Sleiman et al,"Genetic, molecular and physiological basis of variation in Drosophila gut immunocompetence",2015,,Tom - added,,Mean (from Table S1),https://doi.org/10.1038/ncomms8829,P.entomophila resistance,,140,Mean,Female,,,,,,,
Gerken et al (2015) PNAS,Gerken et al,"Constraints, independence, and evolution of thermal plasticity: Probing genetic architecture of long- and short-term thermal acclimation",2015,,Tom - added,"Shares some data with Gerken, Eller and Morgan (2014). This is a more complete dataset, so perhaps we inlcude this rather than the Gerken, Eller and Morgan (2014) data.",Mean,https://doi.org/10.1073/pnas.1503456112,"Various measures of cold exposure resistance, both acclimated and naive",,175-187,Mean,"Both (female, male)",5-7 at start of experimental manipulation,,,,18 or 25 depending on the treatment,,
Katzenberger et al (2015) eLife,Katzenberger et al,Death following traumatic brain injury in Drosophila is associated with intestinal barrier dysfunction,2015,,Tom - added,,Mean (from Table S1),https://doi.org/10.7554/eLife.04790,Death following traumatic injury,,178,Mean,Both (sexes pooled),0-7,At least 3 for each line,,,25,,
Appel et al (2016) Biology Letters,Appel et al,Independent natural genetic variation of punishment- versus relief-memory,2016,,Tom - added,,Raw (from Table S1),https://doi.org/10.1098/rsbl.2016.0657,Punishment and relief learning,,38,Raw,"Both (female, male)",,,,,,No (I can if needed),
Battlay et al (2016) G3,Battlay et al,Genomic and Transcriptomic Associations Identify a New Insecticide Resistance Phenotype for the Selective Sweep at the Cyp6g1 Locus of Drosophila melanogaster,2016,,Tom - added,,Mean (from Table S2),https://doi.org/10.1534/g3.116.031054,Measures of resistance to azinphosmethyl (an organophosphate insecticide),,178,Mean,Both (sexes pooled),24 hr old larvae (first instar),3,,,,,
,Munoz Munoz et al,Drosophila wing modularity revisited through a quantitative genetic approach,2016,,Tom - added,,Raw (dryad: https://datadryad.org/stash/dataset/doi:10.5061/dryad.31j20),https://onlinelibrary.wiley.com/doi/10.1111/evo.12975,Wing size,,40,Raw,"Both (female, male)",,,,,,No (I can if needed),
Everman and Morgan (2017) Evolution,Everman and Morgan,Antagonistic pleiotropy and mutation accumulation contribute to age-related decline in stress response,2017,,Tom - added,,Mean (from Table S2),https://doi.org/10.1111/evo.13408,"Cold stress with and without acclimation, rapid cold hardening and starvation resistance",,96-168,Mean,"Both (female, male)",,,,,,,
Lee et al (2017) Genome Biology and Evolution,Lee et al,Genetic Architecture of Natural Variation Underlying Adult Foraging Behavior That Is Essential for Survival of Drosophila melanogaster,2017,,Tom - added,,Mean (from Table S7),https://doi.org/10.1093/gbe/evx089,Starvation resistance and foraging survival (might just be survival),,201,Mean,Male,1,20-24?,,,,,
Lobell et al (2017) G3,Lobell et al,"The Genetic Architecture of Ovariole Number in Drosophila melanogaster: Genes with Major, Quantitative, and Pleiotropic Effects",2017,,Tom - added,,Mean (from Table S2),https://doi.org/10.1534/g3.117.042390,Ovariole number and asymmetry,,200,Mean,Female,11,10,,,,,
,Saltz et al,Genetic Correlations among Developmental and Contextual Behavioral Plasticity in Drosophila melanogaster,2017,remove,Tom - remove,Outbred F1s used,Raw (dryad: http://dx.doi.org/10.5061/dryad.6r6t2),https://doi.org/10.1086/692010,Larvae learning and pupation plasticity,,116 and 49,Raw,,,,,,,,
Uchizono and Tamimura (2017) Chemical Senses,Uchizono and Tanimura,Genetic Variation in Taste Sensitivity to Sugars in Drosophila melanogaster,2017,,Tom - added,,Mean (Table S1),https://doi.org/10.1093/chemse/bjw165,Glucose preference in comparison to other sugars,,37 - 76,Mean,"Both (female, male)",,,,,,,
Rajpurohit et al (2018) Molecular Ecology,Rajpurohit et al,Spatiotemporal dynamics and genome-wide association analysis of desiccation tolerance in Drosophila melanogaster,2018,,Tom - added,,Mean (Table S3),https://doi.org/10.1111/mec.14814,Dessication tolerance,,175,Mean,"Both (female, male)",,,,,,No,
Wu et al (2018) SLEEPJ,Wu et al,Genotype Influences Day-to-Day Variability in Sleep in Drosophila melanogaster,2018,,Tom - added,"Data collected in Harbison, McCoy and Mackay 2013 and reanalyzed here using standard deviations instead of the mean. They use SD to explore genetic variation in inter-individual variability in sleep across 4 days.",,https://doi.org/10.1093/sleep/zsx205,Inter-individual sleep variability,,167,SD,"Both (female, male)",,,,,,,
Freda et al (2019) Heredity,Freda et al,Stage-specific genotype-by-environment interactions for cold and heat hardiness in Drosophila melanogaster,2019,,Tom - added,,Raw (dryad: https://datadryad.org/stash/dataset/doi:10.5061/dryad.t7f058k),https://doi.org/10.1038/s41437-019-0236-9,"Cold hardiness, heat hardiness, and developmental acclimation",,39,Raw,"Both (female, male) and pooled for larvae",,,,,,,
Okada et al (2016) Nature Communications & Okada et al (2019) Molecular Systems Biology,Okada et al,Sex-dependent and sex-independent regulatory systems of size variation in natural populations,2019,,Tom - added,A subset of this data was originally collected in Okada et al 2016. This later dataset has more lines,Mean (Dataset EV1),https://doi.org/10.15252/msb.20199012,,,32,Mean,"Both (female, male)",,,,,,,
Zhou et al (2019) Genome Research,Zhou et al,Systems genetics of the Drosophila metabolome,2019,,Tom - added,They also provide metabolome abundance data which they summarise with a PCA. I haven’t included this yet.,Mean,https://doi.org/10.1101/gr.243030.118,Nutritional indices and size proxies,,39-40,Mean,"Both (female, male)",,,,,,,
,Bevers et al,Mitochondrial haplotypes affect metabolic phenotypes in the Drosophila Genetic Reference Panel,2019,,Tom - added,Data not provided - on email list,,https://doi.org/10.1038/s42255-019-0147-3,Mitochondrial respiration,,,,,,,,,,,
Pitchers et al (2019) Evolution,Pitchers et al,A Multivariate Genome-Wide Association Study of Wing Shape in Drosophila melanogaster,2019,,Tom - added,,Raw,https://doi.org/10.1534/genetics.118.301342,Wing shape,,184,Raw,Female,,,,,,,
Chapman et al (2020) Genes,Chapman et al,The Genetic Basis of Natural Variation in Drosophila melanogaster Immune Defense against Enterococcus faecalis,2020,,Tom - added,,Raw,https://doi.org/10.3390/genes11020234,Resistance to E. faecalis,,199,Raw,Male,,,,,,,
Everett et al (2020) Genome Research,Everett et al,Gene expression networks in the Drosophila Genetic Reference Panel,2020,,Tom - added,"gene expression study, but the quant trait is microbial reads for which DGRP line. This is used as an abundance proxy for loads of different microbes – worth a chat but I’ve got line means",Raw (Table S10a),https://doi.org/10.1101/gr.257592.119,Microbial abundance,,200,Raw,"Both (female, male)",,,,,,,
Wilson et al (2020) Current Biology,Wilson et al,GWAS for Lifespan and Decline in Climbing Ability in Flies upon Dietary Restriction Reveal decima as a Mediator of Insulin-like Peptide Production,2020,,Tom - added,"Same data as Jin et al (2020), but published here first",Mean,https://doi.org/10.1016/j.cub.2020.05.020,The affect of age on climbing and lifespan on high and low protein diets,,155 and 161,Mean,Female,,,,,,,
"He et al (2016) Genes, Brain and Behaviour",,,,,,,,,,,,,,,,,,,,
Park et al (2014) Genetics,,,,,,,,,,,,,,,,,,,,
Riddle (2020) Journal of Experimental Biology,,,,,,,,,,,,,,,,,,,,
Watanabe et al (2020) G3,,,,,,,,,,,,,,,,,,,,
Champer et al (2019) Genetics,,,,,,,,,,,,,,,,,,,,
"Arbuthnott, Levin and Promislow (2016) Journal of Evolutionary Biology",,,,,,,,,,,,,,,,,,,,
Hunter et al (2016) PLOS Genetics,,,,,,,,,,,,,,,,,,,,
Mendez et al (2016) PLOS One,,,,,,,,,,,,,,,,,,,,
Zwarts et al (2015) Nature Communications,,,,,,,,,,,,,,,,,,,,
Remnant et al (2014) Insect Biochemistry and Molecular Biology,,,,,,,,,,,,,,,,,,,,
Chohan (2012) PhD thesis,,,,,,,,,,,,,,,,,,,,
"Chow, Wolfner and Clark (2013) PNAS",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
